x,y,z,dist,time
3940,415,232,8605,50.314
730,-38,1893,6308,43.422999999999995
4529,598,1155,9107,51.81999999999999
1456,92,1347,6615,44.344
2765,68,1989,8297,49.39
3978,598,1671,8790,50.869
1144,270,1823,6371,43.612
4324,253,1594,9440,52.819
3130,510,1530,7956,48.367000000000004
1873,290,162,6674,44.520999999999994
2863,350,1113,7675,47.524
4492,505,1794,9467,52.89999999999999
4587,-97,315,9753,53.757999999999996
4063,344,1461,9021,51.562
3024,525,1856,8016,48.547
1450,320,2651,7201,46.102
2954,520,1267,7652,47.455
638,-11,228,5729,41.68599999999999
4438,4,370,9498,52.993
1634,528,2727,7236,46.207
1874,446,1350,6680,44.538999999999994
2512,77,1659,7839,48.016000000000005
4487,120,1398,9640,53.419
2072,345,1310,6962,45.385000000000005
2831,-90,965,8040,48.619
3207,249,1160,8136,48.907000000000004
2974,372,2254,8380,49.639
605,38,2665,6649,44.446
1946,151,1238,7001,45.502
4267,-89,1139,9527,53.08
3851,-98,188,9036,51.607
4394,409,2010,9599,53.29600000000001
3756,596,238,8239,49.216
2635,595,2306,7855,48.064
1211,-93,2227,7064,45.690999999999995
1504,246,2425,7159,45.976
2065,210,1943,7426,46.777
4430,418,638,9077,51.730000000000004
1529,509,2318,6844,45.031
1290,383,1900,6451,43.852
820,286,1820,6030,42.589
1092,-62,2741,7295,46.384
1278,540,1776,6208,43.123000000000005
4034,157,1571,9234,52.201
3754,97,1816,9150,51.949
2591,144,2421,8345,49.53399999999999
2757,518,2449,8158,48.973
3097,346,150,7845,48.034000000000006
3772,489,2723,9410,52.729000000000006
801,481,1315,5557,41.17
2682,133,185,7636,47.407000000000004
3725,477,2454,9171,52.012
2503,-86,1847,8101,48.80199999999999
827,73,2274,6547,44.14
3012,580,217,7514,47.041000000000004
1369,461,2191,6643,44.428
3657,241,1809,8905,51.214
3865,580,2336,9122,51.864999999999995
1400,532,2594,6896,45.187
3888,313,1715,9010,51.528999999999996
1398,22,1934,6941,45.322
2923,518,1856,7922,48.265
2504,268,2589,8260,49.278999999999996
3361,187,1915,8727,50.68
654,584,808,5156,39.967
2252,390,2255,7641,47.422000000000004
1411,48,2584,7383,46.648
3695,346,957,8466,49.897
4035,170,1312,9101,51.80199999999999
3592,484,2319,8933,51.297999999999995
2494,322,2726,8302,49.405
1470,516,683,6023,42.568000000000005
2194,166,978,7151,45.952000000000005
2998,316,417,7743,47.728
2779,185,650,7660,47.479
1859,145,2191,7449,46.846000000000004
3216,-81,2057,8941,51.322
1026,402,214,5706,41.617000000000004
1529,136,585,6455,43.864000000000004
3439,303,1771,8603,50.308
2585,200,2616,8430,49.789
2638,525,2365,7971,48.412
1456,161,2336,7132,45.895
2780,396,2335,8220,49.15899999999999
2061,198,2623,7913,48.238
979,505,1267,5692,41.574999999999996
3747,264,2130,9176,52.027
1068,227,922,5950,42.349000000000004
2347,107,2723,8367,49.6
1262,110,327,6220,43.159000000000006
839,327,996,5639,41.416000000000004
3578,454,1364,8382,49.645
1105,-99,2268,6992,45.475
3409,72,326,8405,49.714
3657,99,1934,9123,51.868
3074,128,626,8010,48.528999999999996
3634,14,795,8704,50.611
2806,446,1146,7533,47.098
1503,0,250,6580,44.239000000000004
2550,585,2612,8007,48.52
4271,197,1312,9310,52.429
3913,199,342,8780,50.839
634,1,1748,6086,42.757000000000005
1178,225,29,6074,42.721000000000004
3611,439,2119,8858,51.073
1696,196,2168,7219,46.156
3595,517,279,8151,48.952000000000005
1285,221,1701,6491,43.971999999999994
4121,269,108,8954,51.361
1992,325,1042,6807,44.92
3951,-68,2103,9694,53.581
2335,165,2522,8143,48.928
671,123,2338,6386,43.657000000000004
1184,387,408,5859,42.076
4104,90,2598,10045,54.634
1208,422,2621,6834,45.001000000000005
1314,558,2656,6831,44.992000000000004
3201,212,860,8085,48.754
1845,590,1617,6636,44.407000000000004
2637,170,2262,8251,49.252
3521,374,2729,9279,52.336000000000006
3228,-17,1309,8480,49.939
3725,71,2463,9583,53.248000000000005
4594,155,2478,10379,55.636
1542,597,438,6006,42.516999999999996
4196,40,199,9241,52.221999999999994
4013,-57,1646,9467,52.89999999999999
4131,-88,480,9279,52.336000000000006
2984,-97,953,8197,49.09
4336,578,692,8828,50.983000000000004
2164,81,1555,7432,46.795
3653,-67,1785,9195,52.083999999999996
1426,21,1199,6597,44.29
2030,83,2003,7556,47.167
1403,423,1984,6577,44.230000000000004
4544,111,2422,10332,55.495
1846,302,1696,6968,45.403
3881,579,137,8398,49.693000000000005
4536,596,718,9013,51.538
2454,475,663,7046,45.63699999999999
3007,-30,1637,8429,49.786
3827,38,665,8856,51.067
2409,597,2412,7704,47.611
2873,335,1501,7860,48.07899999999999
4152,67,724,9159,51.976
674,572,243,5180,40.038999999999994
3019,427,2138,8290,49.369
3245,509,548,7796,47.88699999999999
2780,514,2559,8267,49.300000000000004
3607,490,1184,8303,49.408
3478,388,645,8155,48.964
4460,126,2448,10252,55.255
2175,156,890,7121,45.862
2957,-25,1476,8292,49.375
3891,41,987,8975,51.424
1850,299,1022,6685,44.554
3137,552,999,7713,47.638
4310,86,1985,9822,53.965
2954,43,840,8003,48.507999999999996
2950,176,1310,8009,48.525999999999996
4108,361,640,8812,50.935
4233,35,2342,10039,54.616
4592,109,2150,10190,55.069
1019,597,2367,6281,43.342
3084,525,2567,8566,50.197
2564,596,201,7052,45.654999999999994
1188,-54,1424,6527,44.08
3992,359,503,8693,50.578
3551,-40,1492,8908,51.223
3887,9,1317,9116,51.846999999999994
2042,442,1900,7144,45.931000000000004
1615,566,1861,6569,44.206
1136,149,1518,6317,43.449999999999996
1038,256,1482,6094,42.781
611,563,879,5147,39.94
3333,141,2604,9227,52.18
2667,334,1997,7938,48.313
905,-61,93,6071,42.712
2539,340,883,7299,46.395999999999994
4307,-69,188,9463,52.888
1183,167,2052,6657,44.47
3931,406,351,8591,50.272
1226,207,920,6127,42.88
1404,505,787,5981,42.442
2364,439,12,7050,45.649
2534,89,518,7505,47.014
964,-96,230,6140,42.919
747,183,239,5643,41.428
3577,34,1527,8878,51.132999999999996
3121,-73,25,8316,49.447
985,408,627,5641,41.422000000000004
3451,6,1123,8610,50.32899999999999
1809,289,1609,6897,45.19
1240,299,1835,6446,43.837
4543,30,991,9639,53.416000000000004
1411,62,130,6447,43.84
4195,342,345,8919,51.256
2287,477,719,6883,45.148
4519,298,1118,9385,52.653999999999996
3124,192,572,7993,48.478
1158,-64,1749,6676,44.527
2311,274,595,7099,45.796
2520,547,148,7067,45.699999999999996
1200,135,934,6177,43.029999999999994
718,-27,1994,6348,43.54299999999999
2011,379,2406,7519,47.056000000000004
2500,404,642,7161,45.982
1020,424,2042,6231,43.192
1680,482,1134,6367,43.6
4001,49,223,9033,51.598
2728,340,24,7510,47.029
4148,486,457,8722,50.665
827,233,2450,6514,44.041000000000004
3574,41,493,8593,50.278000000000006
1143,53,736,6165,42.994
1253,31,2600,7254,46.261
4479,-98,305,9647,53.44
1834,52,311,6852,45.055
1904,548,1877,6886,45.157000000000004
1080,558,2725,6651,44.452000000000005
1317,166,2593,7178,46.033
1522,140,2583,7401,46.702000000000005
4209,576,1827,9133,51.898
3034,357,1034,7815,47.944
2017,18,1453,7298,46.393
4542,336,2114,9888,54.163
869,-90,347,6025,42.574
3452,112,2355,9190,52.069
2353,176,1935,7743,47.728
4340,571,1193,8959,51.376000000000005
3542,529,1229,8216,49.147
700,598,2510,6066,42.697
3181,290,838,7982,48.44499999999999
1666,188,2610,7518,47.053
4209,359,2211,9598,53.29299999999999
1735,590,2263,6930,45.288999999999994
2090,-2,1919,7648,47.443000000000005
3336,380,307,8026,48.577000000000005
792,416,2677,6468,43.903
3242,150,1894,8632,50.395
1116,589,1008,5658,41.473
813,76,525,5797,41.89
1139,46,2533,7075,45.724000000000004
4209,-19,2611,10269,55.306
1941,62,59,6992,45.475
4423,167,659,9323,52.467999999999996
1451,422,1170,6210,43.129
939,472,32,5587,41.260000000000005
2511,76,2418,8331,49.492000000000004
2863,-56,676,7987,48.46
1774,209,1267,6783,44.848
3400,276,1222,8324,49.471000000000004
4407,449,1118,9122,51.864999999999995
2169,-27,703,7267,46.300000000000004
1640,77,1256,6776,44.827000000000005
3848,272,1790,9054,51.661
1894,578,2180,7043,45.628
929,473,2649,6526,44.077000000000005
3746,388,2572,9369,52.605999999999995
1636,580,2387,6930,45.288999999999994
898,323,1795,6056,42.667
665,329,1083,5489,40.966
2601,483,2497,8073,48.717999999999996
1560,245,928,6425,43.774
648,-51,435,5760,41.779
4445,33,1772,9879,54.136
2883,278,2560,8607,50.31999999999999
3687,341,493,8406,49.717
1783,518,1471,6572,44.215
3416,-31,554,8507,50.02
2570,213,997,7485,46.95399999999999
3251,293,22,8081,48.742000000000004
666,155,213,5593,41.278
2302,166,2353,7985,48.45399999999999
3369,300,2090,8735,50.70399999999999
3048,78,1163,8149,48.946
2528,-97,2540,8612,50.335
1067,417,2185,6381,43.641999999999996
1022,377,1057,5790,41.869
3721,281,306,8510,50.028999999999996
2253,479,2229,7535,47.104
3347,65,1734,8727,50.68
2617,-9,1217,7824,47.971000000000004
3610,586,1831,8526,50.077000000000005
1775,68,1185,6894,45.181000000000004
4571,-96,2593,10694,56.581
2262,427,801,6920,45.259
1756,196,2490,7509,47.025999999999996
1731,22,877,6808,44.922999999999995
2197,596,1032,6738,44.712999999999994
3793,102,416,8752,50.755
4508,271,2699,10346,55.537000000000006
3513,151,7,8489,49.966
3292,528,725,7838,48.013
1576,233,1020,6477,43.93
718,306,1405,5688,41.563
897,478,1196,5610,41.32899999999999
4488,23,2630,10520,56.059000000000005
1410,-76,1410,6765,44.794
1717,532,1281,6408,43.723
602,171,716,5504,41.011
3181,200,658,8047,48.64
3229,297,2312,8752,50.755
856,248,2267,6396,43.687
3651,363,2030,8915,51.244
1508,244,2744,7408,46.723
2963,535,1759,7888,48.163000000000004
1355,234,2638,7182,46.045
1100,-97,1937,6764,44.791000000000004
889,567,1462,5625,41.373999999999995
2614,585,1146,7202,46.105000000000004
4009,364,2725,9774,53.821
1629,541,565,6149,42.946
2362,115,1429,7534,47.101
1406,212,1262,6410,43.729
1850,139,1455,7011,45.532000000000004
4040,376,1322,8904,51.211000000000006
1006,72,413,5996,42.487
2701,395,1170,7487,46.96
1800,-90,208,6973,45.41799999999999
984,377,1544,5950,42.349000000000004
1829,162,594,6729,44.68599999999999
4018,-93,1558,9461,52.882000000000005
1616,524,1381,6358,43.573
3428,585,1753,8299,49.396
1004,-13,2105,6693,44.578
3189,125,247,8141,48.922
1596,468,1087,6282,43.345
4037,137,644,8965,51.394000000000005
3433,123,1997,8915,51.244
1084,82,2378,6869,45.105999999999995
2302,297,1197,7196,46.087
1590,-89,1986,7277,46.33
3424,182,2243,9013,51.538
3797,115,2583,9701,53.602
847,54,34,5912,42.235
2039,240,1088,6953,45.358000000000004
3712,358,1450,8651,50.452000000000005
1349,38,1339,6558,44.172999999999995
4557,37,866,9617,53.35
1909,-1,1500,7231,46.192
3610,443,573,8228,49.183
2169,-2,1541,7513,47.038000000000004
2473,-92,2452,8486,49.957
2329,182,73,7257,46.27
4145,244,2542,9889,54.166000000000004
2421,-17,1750,7893,48.178
2565,117,2314,8269,49.306
1805,9,78,6905,45.214
2322,562,450,6820,44.958999999999996
2110,-10,2238,7887,48.16
3097,440,2744,8801,50.902
4393,448,1757,9404,52.711000000000006
932,-66,2076,6655,44.464
2726,254,2188,8205,49.114000000000004
4214,501,849,8806,50.917
3901,125,91,8882,51.145
2589,125,239,7543,47.128
3703,283,784,8502,50.005
2380,593,1032,6924,45.270999999999994
3940,100,1266,9057,51.67
1276,199,1250,6288,43.363
1405,298,1036,6245,43.234
2921,172,163,7840,48.019000000000005
2385,321,128,7162,45.985
934,282,1957,6232,43.19499999999999
4035,142,421,8954,51.361
860,75,1817,6279,43.336
826,330,1271,5715,41.644000000000005
761,379,593,5444,40.831
3483,183,302,8370,49.609
2947,90,1436,8148,48.943000000000005
2115,327,1921,7345,46.534000000000006
2571,449,1222,7322,46.465
4480,477,1333,9248,52.243
717,-84,1385,6068,42.703
4312,599,315,8782,50.845000000000006
1940,59,2317,7704,47.611
3880,533,1537,8687,50.56
1727,-62,702,6860,45.07899999999999
2189,594,1832,7098,45.79299999999999
3886,-51,389,9000,51.498999999999995
858,572,1277,5508,41.023
1934,367,284,6640,44.419
2551,-81,406,7694,47.581
1339,150,1010,6320,43.458999999999996
1543,349,1564,6547,44.14
809,60,792,5832,41.995
3076,450,1094,7782,47.845
891,30,2713,6981,45.442
2909,214,2029,8321,49.462
1343,-98,426,6502,44.005
1825,44,1326,7023,45.568000000000005
3551,6,2669,9630,53.389
1036,301,1907,6283,43.348
3939,455,524,8544,50.131
2307,498,923,6918,45.253
1476,-47,2145,7226,46.17699999999999
3521,-81,265,8677,50.53
1385,476,1849,6422,43.765
1167,-83,2479,7191,46.072
1748,266,1670,6892,45.175000000000004
2642,386,528,7316,46.447
3634,-12,566,8707,50.62
2443,518,1764,7388,46.663000000000004
3910,195,2214,9466,52.897
1729,348,1849,6894,45.181000000000004
3763,19,1781,9217,52.14999999999999
2671,544,1565,7481,46.942
778,424,675,5422,40.765
1830,335,1,6623,44.368
1165,593,2291,6377,43.63
4350,457,516,8953,51.358000000000004
1207,545,1693,6084,42.751000000000005
3748,216,1784,9006,51.516999999999996
3840,168,1074,8822,50.965
1656,294,50,6478,43.933
2777,443,1300,7565,47.194
4162,443,775,8800,50.899
1061,33,1843,6537,44.11
2650,297,1648,7751,47.752
3709,12,2335,9533,53.098
4420,584,1764,9299,52.396
3901,-14,1397,9188,52.063
2921,509,1453,7711,47.632000000000005
2628,380,994,7375,46.623999999999995
4223,-86,1309,9544,53.131
1035,116,2537,6904,45.211
3010,570,660,7507,47.02
4285,256,2220,9784,53.851
1447,474,1111,6134,42.900999999999996
3253,-88,2487,9288,52.36300000000001
2383,449,950,7050,45.649
3439,86,1633,8742,50.725
2194,431,902,6867,45.1
2049,379,136,6766,44.797000000000004
4570,586,2050,9624,53.371
3029,340,307,7759,47.775999999999996
2258,498,2528,7738,47.712999999999994
2204,259,2538,7930,48.288999999999994
1413,249,152,6257,43.27
4300,21,1546,9623,53.368
3405,476,686,7998,48.493
2762,95,1607,8043,48.628
3958,314,1785,9119,51.855999999999995
858,161,1766,6161,42.982
2976,116,1,7988,48.462999999999994
2952,434,2476,8457,49.87
2576,498,2737,8216,49.147
4592,136,2043,10091,54.772
3752,66,976,8808,50.922999999999995
2970,273,2472,8633,50.398
4487,364,58,9237,52.21
1906,501,2221,7160,45.979
2299,592,314,6776,44.827000000000005
3361,-28,2520,9361,52.582
3981,516,2315,9287,52.36
2779,256,2046,8160,48.979000000000006
2125,476,169,6739,44.716
1502,494,1574,6366,43.596999999999994
1419,109,1238,6516,44.047000000000004
3220,248,766,8051,48.652
2725,81,2529,8623,50.368
2711,-89,1825,8299,49.396
766,222,408,5606,41.317
3045,73,2272,8763,50.788
4116,113,2084,9665,53.494
2895,17,1167,8058,48.672999999999995
2790,39,1402,8026,48.577000000000005
3956,496,2180,9187,52.06
3665,542,2026,8747,50.739999999999995
699,568,2684,6228,43.183
2588,-53,798,7725,47.674
4559,-95,806,9740,53.719
1215,499,903,5821,41.962
1658,524,2548,7127,45.88
1249,5,824,6333,43.498000000000005
1843,-67,1324,7151,45.952000000000005
2868,382,1887,8022,48.565
2487,120,2747,8513,50.038
2012,-69,194,7167,46.0
3292,-49,2093,9009,51.525999999999996
4502,318,2307,10000,54.498999999999995
3044,554,2408,8379,49.636
3101,510,2450,8511,50.032000000000004
4366,421,68,9056,51.667
4204,526,108,8780,50.839
2520,381,389,7202,46.105000000000004
2824,164,1685,8078,48.733000000000004
1387,578,1480,6120,42.859
4257,503,1276,8975,51.424
1373,347,365,6091,42.772
2921,450,520,7531,47.092
4193,197,533,9056,51.667
2666,-90,1099,7914,48.241
626,526,2426,6002,42.505
4590,295,1264,9512,53.035
3636,-85,966,8840,51.019000000000005
1134,133,1603,6375,43.623999999999995
1195,233,2657,7038,45.613
4356,197,2680,10253,55.257999999999996
2996,39,1258,8171,49.012
2063,-58,1153,7296,46.38699999999999
1486,571,962,6033,42.598
634,559,422,5136,39.907000000000004
2616,114,1297,7732,47.69499999999999
1154,-11,1960,6747,44.739999999999995
2918,-50,2194,8705,50.614000000000004
3279,485,2362,8649,50.446
2356,-1,2098,8029,48.586000000000006
2476,386,777,7171,46.01199999999999
788,599,2112,5870,42.109
3486,-91,1579,8938,51.313
1641,41,2676,7691,47.572
1385,-78,634,6528,44.083
2283,208,1294,7304,46.411
3204,441,1735,8209,49.126000000000005
4041,353,1224,8889,51.166000000000004
4248,402,2506,9807,53.92
3572,525,752,8124,48.871
2632,360,746,7348,46.54299999999999
2392,210,1531,7519,47.056000000000004
4555,511,2336,9881,54.141999999999996
702,6,407,5758,41.773
873,131,405,5804,41.911
2457,448,21,7132,45.895
4591,152,1074,9589,53.26599999999999
1643,437,1749,6660,44.479
4042,422,2546,9611,53.332
3193,499,891,7796,47.88699999999999
1936,274,1856,7179,46.036
2702,124,2748,8725,50.674
3440,118,1534,8660,50.479000000000006
2187,114,418,7134,45.900999999999996
1446,-89,1832,7038,45.613
3589,197,1142,8564,50.190999999999995
3335,77,2657,9334,52.501000000000005
1748,585,2137,6861,45.082
2552,70,911,7588,47.263
3341,447,2106,8571,50.212
1638,597,782,6123,42.868
3206,438,1385,8035,48.604000000000006
1267,592,2739,6815,44.944
4410,391,2239,9787,53.86
1493,506,1723,6426,43.777
3269,325,595,8006,48.516999999999996
1781,500,2627,7334,46.501000000000005
1878,-31,1942,7479,46.93599999999999
4075,185,254,8966,51.397
3822,490,719,8405,49.714
1659,-58,1484,7030,45.589
3297,586,967,7831,47.992000000000004
1562,138,214,6506,44.016999999999996
4402,536,2381,9735,53.70399999999999
1230,439,677,5859,42.076
2110,593,535,6577,44.230000000000004
2774,-99,711,7945,48.333999999999996
2103,50,12,7178,46.033
1235,379,1745,6308,43.422999999999995
3266,-97,1654,8764,50.791000000000004
2781,27,1496,8073,48.717999999999996
3280,315,1138,8135,48.903999999999996
2644,378,339,7333,46.498000000000005
2707,488,1480,7530,47.089
3331,111,681,8289,49.366
3139,-84,2208,8969,51.406
2947,220,1628,5334,40.501000000000005
4083,140,814,9030,51.589
1002,38,1441,6257,43.27
823,57,252,5843,42.028
2257,441,288,6888,45.163000000000004
2374,137,474,7297,46.39
1946,489,597,6519,44.056000000000004
3414,272,1001,8271,49.312
4124,452,958,8789,50.866
2645,557,598,7150,45.949
2174,513,824,6750,44.748999999999995
2699,171,687,7597,47.29
1372,66,301,6377,43.63
1412,-97,2310,7327,46.480000000000004
3918,267,643,8716,50.647
1769,44,2730,7858,48.073
1610,210,404,6462,43.885000000000005
3520,-91,2522,9584,53.251000000000005
2369,258,2476,8050,48.649
3386,480,521,7966,48.397
921,564,666,5424,40.770999999999994
798,124,1634,6064,42.690999999999995
1580,-75,2156,7366,46.596999999999994
3419,1,1586,8783,50.848
960,267,937,5805,41.913999999999994
856,186,136,5766,41.797000000000004
3298,279,504,8079,48.736
808,36,1554,6120,42.859
600,367,2644,6299,43.395999999999994
935,9,834,6017,42.550000000000004
3868,131,2741,9878,54.132999999999996
3829,99,2305,9545,53.134
3185,310,1030,8012,48.535
1423,398,1710,6457,43.87
1440,440,746,6076,42.727
4436,205,2117,9915,54.244
957,-72,2658,7106,45.817
3560,120,1762,8901,51.202000000000005
1471,557,1618,6295,43.384
3466,567,1926,8459,49.876000000000005
3813,268,1435,8835,51.004
4582,260,1880,9854,54.06099999999999
1962,476,1863,7007,45.52
4122,333,1263,9005,51.514
3733,-56,1085,8942,51.324999999999996
1907,12,923,7004,45.511
3545,242,2590,9328,52.483000000000004
2495,308,2413,8080,48.739000000000004
3959,342,79,8726,50.67699999999999
2440,99,2507,8303,49.408
3544,339,2267,8993,51.478
3017,-97,2020,8734,50.701
1664,109,2568,7563,47.188
3385,250,461,8195,49.083999999999996
865,209,2620,6704,44.611
1974,-22,2483,7940,48.319
946,16,677,5998,42.493
770,356,1210,5610,41.32899999999999
1941,465,1662,6881,45.141999999999996
3068,33,254,8111,48.832
704,412,2117,5976,42.42699999999999
1273,-87,1715,6795,44.884
3130,29,1433,8390,49.669
3968,594,1019,8508,50.023
1153,249,1198,6095,42.784000000000006
1113,521,76,5701,41.602
3111,266,144,7940,48.319
4493,563,2464,9860,54.07899999999999
2426,569,354,6922,45.265
3897,309,182,8676,50.527
3542,430,2395,8991,51.471999999999994
4593,497,400,9158,51.973
915,477,1087,5592,41.275000000000006
648,365,2172,6005,42.514
2635,268,2408,8256,49.266999999999996
823,307,2050,6156,42.967
2982,125,1114,8019,48.556
3827,554,2509,9237,52.21
2777,129,1054,7792,47.875
2685,-81,1967,8352,49.555
4003,-37,1029,9176,52.027
1842,238,2453,7526,47.077000000000005
2892,-27,1741,8368,49.603
3873,459,1365,8673,50.518
2640,20,240,7698,47.592999999999996
3477,-13,1224,8691,50.572
1213,376,2165,6554,44.161
3990,548,1189,8630,50.389
675,57,610,5681,41.542
1036,492,518,5604,41.31099999999999
3380,444,1482,8248,49.243
1739,113,689,6696,44.587
3937,520,2658,9494,52.980999999999995
3835,-90,1741,9374,52.621
2601,427,248,7251,46.252
3069,335,2142,8435,49.804
2342,-87,3,7557,47.17
1360,471,0,6017,42.550000000000004
3716,122,1059,8739,50.716
4585,484,1411,9380,52.639
3332,555,108,7879,48.136
1558,386,401,6234,43.201
3304,-6,739,8385,49.653999999999996
2003,113,100,6994,45.480999999999995
3980,539,2093,9109,51.826
2191,569,2663,7703,47.608000000000004
3680,599,2590,9106,51.817
4135,-10,13,9270,52.309000000000005
2691,271,161,7511,47.032000000000004
998,466,1805,6019,42.556000000000004
4239,166,301,9144,51.931
3627,271,647,8422,49.765
3608,2,1820,9102,51.805
2286,498,195,6873,45.118
4438,459,766,9058,51.672999999999995
2000,293,1803,7192,46.074999999999996
2538,-93,2699,8740,50.719
2314,24,1502,7612,47.335
3464,-14,100,8582,50.245
4496,376,793,9203,52.108000000000004
2030,369,1443,6955,45.364000000000004
2481,179,1386,7570,47.208999999999996
4388,-55,574,9504,53.011
2291,-79,1639,7763,47.788000000000004
2792,304,2654,8562,50.185
2400,379,2551,8016,48.547
2405,213,1171,7374,46.621
3798,287,957,8628,50.382999999999996
3541,304,259,8313,49.438
1657,483,719,6247,43.239999999999995
3705,217,1462,8791,50.872
1232,94,1003,6267,43.300000000000004
2777,9,898,7871,48.112
2669,466,1734,7648,47.443000000000005
3365,-96,355,8526,50.077000000000005
3318,331,712,8059,48.676
3359,286,1097,8230,49.189
1241,378,2335,6699,44.596000000000004
1308,193,1589,6481,43.942
693,250,323,5511,41.032000000000004
1551,190,1346,6611,44.332
3966,230,1304,8969,51.406
4292,-11,2575,10316,55.447
1783,194,1841,7097,45.79
4520,315,400,9267,52.300000000000004
1963,404,1183,6745,44.734
1293,2,2351,7138,45.913000000000004
3522,556,179,8054,48.661
4587,125,607,9525,53.074
936,159,2351,6624,44.371
2899,393,1204,7700,47.599000000000004
4300,354,1542,9288,52.36300000000001
1926,163,13,6888,45.163000000000004
4314,347,2334,9802,53.905
2955,501,1163,7633,47.398
3770,73,10,8823,50.967999999999996
1670,123,474,6607,44.31999999999999
2701,-17,847,7811,47.931999999999995
2149,432,1167,6897,45.19
3668,327,1820,8837,51.010000000000005
2968,253,164,7806,47.917
1918,-96,184,7101,45.80199999999999
3097,290,2239,8575,50.224000000000004
4450,481,2520,9941,54.322
974,-15,2424,6890,45.169
771,460,36,5430,40.788999999999994
2595,238,769,7437,46.81
1385,478,1244,6116,42.846999999999994
4563,74,1512,9816,53.947
2659,470,190,7275,46.324
674,103,704,5642,41.425000000000004
4272,-1,2111,9953,54.358000000000004
3051,116,815,8022,48.565
667,-99,583,5827,41.980000000000004
1702,253,2531,7429,46.786
3706,564,1521,8474,49.92100000000001
2324,202,1692,7544,47.131
4343,130,2101,9887,54.16
1173,238,569,5996,42.487
2604,329,1487,7590,47.269000000000005
3270,-63,2355,9183,52.047999999999995
1992,80,1266,7129,45.886
4077,60,1563,9370,52.609
2014,-97,2617,8156,48.967
2646,97,115,7650,47.449
734,588,1718,5582,41.245
915,509,1670,5816,41.947
1767,437,928,6440,43.819
3895,4,696,8961,51.382000000000005
680,-97,291,5849,42.046
953,409,134,5641,41.422000000000004
1587,165,2701,7532,47.095
4514,6,522,9568,53.203
1837,157,1049,6822,44.965
1403,353,2526,7026,45.577000000000005
4224,296,2013,9544,53.131
1104,322,1497,6102,42.805
2575,-10,1593,7953,48.358000000000004
3669,585,1139,8255,49.264
3523,599,336,7991,48.471999999999994
2513,-6,432,7580,47.239000000000004
3808,-86,2399,9776,53.827000000000005
2366,364,1084,7155,45.964
3544,337,558,8267,49.300000000000004
4382,306,1417,9358,52.573
2352,383,2297,7778,47.833
2426,23,1676,7816,47.947
4591,587,2291,9809,53.926
3917,450,2463,9396,52.687
4599,-86,2241,10454,55.861
2382,406,426,7037,45.61
3806,56,1269,8969,51.406
2472,64,971,7529,47.086
4235,210,1414,9305,52.414
3968,246,2116,9406,52.717
2064,178,1011,7017,45.550000000000004
753,303,2623,6500,43.998999999999995
4118,47,1217,9269,52.306
1991,431,954,6676,44.527
4590,79,2567,10518,56.053
3676,407,28,8390,49.669
1193,203,2545,6981,45.442
2326,118,896,7311,46.431999999999995
3881,77,1513,9132,51.895
607,-72,1609,6056,42.667
3537,239,672,8366,49.596999999999994
3076,598,2710,8595,50.28399999999999
2733,261,244,7550,47.149
2739,575,2114,7846,48.037
1620,392,184,6315,43.444
2636,-90,740,7802,47.904999999999994
3731,254,484,8537,50.11
1291,323,2015,6585,44.254
3027,522,1436,7796,47.88699999999999
1941,232,270,6783,44.848
2767,403,1581,7726,47.67699999999999
610,320,82,5398,40.693000000000005
1857,95,460,6822,44.965
3510,331,1420,8462,49.885000000000005
1025,409,2439,6528,44.083
3575,491,145,8179,49.036
711,77,1083,5787,41.86
3113,464,102,7752,47.755
3358,229,2469,9063,51.688
2876,112,300,7835,48.004
2565,320,2222,8001,48.502
2113,76,1373,7299,46.395999999999994
2402,391,2169,7731,47.692
842,287,2143,6257,43.27
4525,9,673,9584,53.251000000000005
3316,121,30,8316,49.447
3880,275,2365,9463,52.888
4483,79,97,9509,53.025999999999996
2617,23,2181,8322,49.465
4415,383,446,9092,51.77499999999999
4033,490,224,8624,50.371
795,191,2639,6666,44.497
1889,370,1628,6906,45.217
1989,490,241,6577,44.230000000000004
1062,235,1865,6350,43.549
4489,72,361,9482,52.94499999999999
3369,536,2154,8542,50.125
2298,-91,2674,8478,49.933
3990,199,271,8865,51.094
1559,-55,758,6692,44.574999999999996
2879,92,86,7894,48.181000000000004
1786,584,2718,7325,46.474000000000004
3715,221,1264,8711,50.632000000000005
1004,100,272,5978,42.433
1627,337,796,6374,43.621
1997,362,551,6695,44.583999999999996
1586,-36,257,6698,44.592999999999996
2915,506,2349,8255,49.264
2709,361,389,7411,46.732
1725,506,977,6341,43.522
3777,-64,2078,9499,52.996
4244,217,2032,9655,53.464
4596,89,1711,9939,54.315999999999995
2317,584,32,6853,45.058
1854,70,2360,7638,47.413000000000004
3374,-53,1466,8732,50.69499999999999
3107,362,2364,8602,50.305
646,342,1497,5624,41.371
1678,-25,1826,7202,46.105000000000004
3093,525,1808,8056,48.667
3448,176,2426,9174,52.021
3156,-22,1363,8436,49.806999999999995
3054,-13,399,8129,48.886
3715,503,2296,9020,51.559000000000005
3380,372,2217,8761,50.782000000000004
1918,-23,1270,7160,45.979
1011,592,764,5498,40.993
3164,-17,730,8255,49.264
2393,461,1995,7536,47.107
4157,71,2679,10179,55.036
4528,-47,23,9697,53.59
4152,482,1203,8863,51.087999999999994
